Country,Global category,Overview category,Sector,Subsector,Indicator ID,Value,Source,Indicator name
Iran,Overview,UNFCCC Process,,,submission_date,11/21/2015,CAIT,Latest submission date
Iran,Overview,UNFCCC Process,,,submission,INDC Submitted,CAIT,Latest submission
Iran,Overview,UNFCCC Process,,,pa_status,Signed Agreement,CAIT,Status of ratification
Iran,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Iran,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Iran,Overview,UNFCCC Process,,,pa_ratified,No,CAIT,Ratified
Iraq,Overview,UNFCCC Process,,,revised,No NDC submited yet,CAIT,Revised from previous submission
Iraq,Overview,UNFCCC Process,,,submission_date,11/12/2015,CAIT,Latest submission date
Iraq,Overview,UNFCCC Process,,,submission,INDC Submitted,CAIT,Latest submission
Iraq,Overview,UNFCCC Process,,,pa_status,Signed Agreement,CAIT,Status of ratification
Iraq,Overview,UNFCCC Process,,,pa_sign_date,8-Dec-16,CAIT,Date of signature
Iraq,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Iraq,Overview,UNFCCC Process,,,pa_ratified,No,CAIT,Ratified
Ireland,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Ireland,Overview,UNFCCC Process,,,submission_date,11/4/2016,CAIT,Latest submission date
Ireland,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Ireland,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Ireland,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Ireland,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Ireland,Overview,UNFCCC Process,,,pa_ratified_date,4-Nov-16,CAIT,Date of ratification
Ireland,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Israel,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Israel,Overview,UNFCCC Process,,,submission_date,11/22/2016,CAIT,Latest submission date
Israel,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Israel,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Israel,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Israel,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Israel,Overview,UNFCCC Process,,,pa_ratified_date,22-Nov-16,CAIT,Date of ratification
Israel,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Italy,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Italy,Overview,UNFCCC Process,,,submission_date,11/11/2016,CAIT,Latest submission date
Italy,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Italy,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Italy,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Italy,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Italy,Overview,UNFCCC Process,,,pa_ratified_date,11-Nov-16,CAIT,Date of ratification
Italy,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Jamaica,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Jamaica,Overview,UNFCCC Process,,,submission_date,4/10/2017,CAIT,Latest submission date
Jamaica,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Jamaica,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Jamaica,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Jamaica,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Jamaica,Overview,UNFCCC Process,,,pa_ratified_date,10-Apr-17,CAIT,Date of ratification
Jamaica,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Japan,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Japan,Overview,UNFCCC Process,,,submission_date,3/31/2020,CAIT,Latest submission date
Japan,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Japan,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Japan,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Japan,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Japan,Overview,UNFCCC Process,,,pa_ratified_date,8-Nov-16,CAIT,Date of ratification
Japan,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Jordan,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Jordan,Overview,UNFCCC Process,,,submission_date,11/4/2016,CAIT,Latest submission date
Jordan,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Jordan,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Jordan,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Jordan,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Jordan,Overview,UNFCCC Process,,,pa_ratified_date,4-Nov-16,CAIT,Date of ratification
Jordan,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Kazakhstan,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Kazakhstan,Overview,UNFCCC Process,,,submission_date,12/6/2016,CAIT,Latest submission date
Kazakhstan,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Kazakhstan,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Kazakhstan,Overview,UNFCCC Process,,,pa_sign_date,2-Aug-16,CAIT,Date of signature
Kazakhstan,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Kazakhstan,Overview,UNFCCC Process,,,pa_ratified_date,6-Dec-16,CAIT,Date of ratification
Kazakhstan,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Kenya,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Kenya,Overview,UNFCCC Process,,,submission_date,12/28/2016,CAIT,Latest submission date
Kenya,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Kenya,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Kenya,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Kenya,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Kenya,Overview,UNFCCC Process,,,pa_ratified_date,28-Dec-16,CAIT,Date of ratification
Kenya,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Kiribati,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Kiribati,Overview,UNFCCC Process,,,submission_date,9/21/2016,CAIT,Latest submission date
Kiribati,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Kiribati,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Kiribati,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Kiribati,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Kiribati,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Kiribati,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Kuwait,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Kuwait,Overview,UNFCCC Process,,,submission_date,4/23/2018,CAIT,Latest submission date
Kuwait,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Kuwait,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Kuwait,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Kuwait,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Kuwait,Overview,UNFCCC Process,,,pa_ratified_date,23-Apr-18,CAIT,Date of ratification
Kuwait,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Kyrgyzstan,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Kyrgyzstan,Overview,UNFCCC Process,,,submission_date,2/19/2020,CAIT,Latest submission date
Kyrgyzstan,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Kyrgyzstan,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Kyrgyzstan,Overview,UNFCCC Process,,,pa_sign_date,21-Sep-16,CAIT,Date of signature
Kyrgyzstan,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Kyrgyzstan,Overview,UNFCCC Process,,,pa_ratified_date,43879,CAIT,Date of ratification
Kyrgyzstan,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Laos,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Laos,Overview,UNFCCC Process,,,submission_date,9/7/2016,CAIT,Latest submission date
Laos,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Laos,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Laos,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Laos,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Laos,Overview,UNFCCC Process,,,pa_ratified_date,7-Sep-16,CAIT,Date of ratification
Laos,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Latvia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Latvia,Overview,UNFCCC Process,,,submission_date,3/16/2017,CAIT,Latest submission date
Latvia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Latvia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Latvia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Latvia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Latvia,Overview,UNFCCC Process,,,pa_ratified_date,16-Mar-17,CAIT,Date of ratification
Latvia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Lebanon,Overview,UNFCCC Process,,,revised,No NDC submited yet,CAIT,Revised from previous submission
Lebanon,Overview,UNFCCC Process,,,submission_date,9/30/2015,CAIT,Latest submission date
Lebanon,Overview,UNFCCC Process,,,submission,INDC Submitted,CAIT,Latest submission
Lebanon,Overview,UNFCCC Process,,,pa_status,Signed Agreement,CAIT,Status of ratification
Lebanon,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Lebanon,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Lebanon,Overview,UNFCCC Process,,,pa_ratified_date,43866,CAIT,Date of ratification
Lebanon,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Lesotho,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Lesotho,Overview,UNFCCC Process,,,submission_date,1/20/2017,CAIT,Latest submission date
Lesotho,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Lesotho,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Lesotho,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Lesotho,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Lesotho,Overview,UNFCCC Process,,,pa_ratified_date,20-Jan-17,CAIT,Date of ratification
Lesotho,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Liberia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Liberia,Overview,UNFCCC Process,,,submission_date,8/27/2018,CAIT,Latest submission date
Liberia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Liberia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Liberia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Liberia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Liberia,Overview,UNFCCC Process,,,pa_ratified_date,27-Aug-18,CAIT,Date of ratification
Liberia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Libya,Overview,UNFCCC Process,,,revised,No NDC submited yet,CAIT,Revised from previous submission
Libya,Overview,UNFCCC Process,,,submission,No Document Submitted,CAIT,Latest submission
Libya,Overview,UNFCCC Process,,,pa_status,Signed Agreement,CAIT,Status of ratification
Libya,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Libya,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Libya,Overview,UNFCCC Process,,,pa_ratified,No,CAIT,Ratified
Liechtenstein,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Liechtenstein,Overview,UNFCCC Process,,,submission_date,9/20/2017,CAIT,Latest submission date
Liechtenstein,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Liechtenstein,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Liechtenstein,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Liechtenstein,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Liechtenstein,Overview,UNFCCC Process,,,pa_ratified_date,20-Sep-17,CAIT,Date of ratification
Liechtenstein,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Lithuania,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Lithuania,Overview,UNFCCC Process,,,submission_date,2/2/2017,CAIT,Latest submission date
Lithuania,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Lithuania,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Lithuania,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Lithuania,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Lithuania,Overview,UNFCCC Process,,,pa_ratified_date,2-Feb-17,CAIT,Date of ratification
Lithuania,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Luxembourg,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Luxembourg,Overview,UNFCCC Process,,,submission_date,11/4/2016,CAIT,Latest submission date
Luxembourg,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Luxembourg,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Luxembourg,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Luxembourg,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Luxembourg,Overview,UNFCCC Process,,,pa_ratified_date,4-Nov-16,CAIT,Date of ratification
Luxembourg,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Macedonia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Macedonia,Overview,UNFCCC Process,,,submission_date,1/9/2018,CAIT,Latest submission date
Macedonia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Macedonia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Macedonia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Macedonia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Macedonia,Overview,UNFCCC Process,,,pa_ratified_date,9-Jan-18,CAIT,Date of ratification
Macedonia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Madagascar,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Madagascar,Overview,UNFCCC Process,,,submission_date,9/21/2016,CAIT,Latest submission date
Madagascar,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Madagascar,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Madagascar,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Madagascar,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Madagascar,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Madagascar,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Malawi,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Malawi,Overview,UNFCCC Process,,,submission_date,6/29/2017,CAIT,Latest submission date
Malawi,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Malawi,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Malawi,Overview,UNFCCC Process,,,pa_sign_date,20-Sep-16,CAIT,Date of signature
Malawi,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Malawi,Overview,UNFCCC Process,,,pa_ratified_date,29-Jun-17,CAIT,Date of ratification
Malawi,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Malaysia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Malaysia,Overview,UNFCCC Process,,,submission_date,11/16/2016,CAIT,Latest submission date
Malaysia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Malaysia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Malaysia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Malaysia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Malaysia,Overview,UNFCCC Process,,,pa_ratified_date,16-Nov-16,CAIT,Date of ratification
Malaysia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Maldives,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Maldives,Overview,UNFCCC Process,,,submission_date,4/22/2016,CAIT,Latest submission date
Maldives,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Maldives,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Maldives,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Maldives,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Maldives,Overview,UNFCCC Process,,,pa_ratified_date,22-Apr-16,CAIT,Date of ratification
Maldives,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Mali,Overview,UNFCCC Process,,,revised,Yes,CAIT,Revised from previous submission
Mali,Overview,UNFCCC Process,,,submission_date,9/23/2016,CAIT,Latest submission date
Mali,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Mali,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Mali,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Mali,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Mali,Overview,UNFCCC Process,,,pa_ratified_date,23-Sep-16,CAIT,Date of ratification
Mali,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Malta,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Malta,Overview,UNFCCC Process,,,submission_date,10/5/2016,CAIT,Latest submission date
Malta,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Malta,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Malta,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Malta,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Malta,Overview,UNFCCC Process,,,pa_ratified_date,5-Oct-16,CAIT,Date of ratification
Malta,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Marshall Islands,Overview,UNFCCC Process,,,revised,Yes,CAIT,Revised from previous submission
Marshall Islands,Overview,UNFCCC Process,,,submission_date,11/22/2018,CAIT,Latest submission date
Marshall Islands,Overview,UNFCCC Process,,,submission,Second NDC Submitted,CAIT,Latest submission
Marshall Islands,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Marshall Islands,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Marshall Islands,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Marshall Islands,Overview,UNFCCC Process,,,pa_ratified_date,22-Apr-16,CAIT,Date of ratification
Marshall Islands,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Mauritania,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Mauritania,Overview,UNFCCC Process,,,submission_date,2/27/2017,CAIT,Latest submission date
Mauritania,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Mauritania,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Mauritania,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Mauritania,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Mauritania,Overview,UNFCCC Process,,,pa_ratified_date,27-Feb-17,CAIT,Date of ratification
Mauritania,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Mauritius,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Mauritius,Overview,UNFCCC Process,,,submission_date,4/22/2016,CAIT,Latest submission date
Mauritius,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Mauritius,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Mauritius,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Mauritius,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Mauritius,Overview,UNFCCC Process,,,pa_ratified_date,22-Apr-16,CAIT,Date of ratification
Mauritius,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Mexico,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Mexico,Overview,UNFCCC Process,,,submission_date,9/21/2016,CAIT,Latest submission date
Mexico,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Mexico,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Mexico,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Mexico,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Mexico,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Mexico,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Micronesia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Micronesia,Overview,UNFCCC Process,,,submission_date,9/15/2016,CAIT,Latest submission date
Micronesia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Micronesia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Micronesia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Micronesia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Micronesia,Overview,UNFCCC Process,,,pa_ratified_date,15-Sep-16,CAIT,Date of ratification
Micronesia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Moldova,Overview,UNFCCC Process,,,revised,Yes,CAIT,Revised from previous submission
Moldova,Overview,UNFCCC Process,,,submission_date,3/5/2020,CAIT,Latest submission date
Moldova,Overview,UNFCCC Process,,,submission,Second NDC Submitted,CAIT,Latest submission
Moldova,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Moldova,Overview,UNFCCC Process,,,pa_sign_date,21-Sep-16,CAIT,Date of signature
Moldova,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Moldova,Overview,UNFCCC Process,,,pa_ratified_date,20-Jun-17,CAIT,Date of ratification
Moldova,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Monaco,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Monaco,Overview,UNFCCC Process,,,submission_date,10/26/2016,CAIT,Latest submission date
Monaco,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Monaco,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Monaco,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Monaco,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Monaco,Overview,UNFCCC Process,,,pa_ratified_date,24-Oct-16,CAIT,Date of ratification
Monaco,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Mongolia,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Mongolia,Overview,UNFCCC Process,,,submission_date,9/21/2016,CAIT,Latest submission date
Mongolia,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Mongolia,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Mongolia,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Mongolia,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Mongolia,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Mongolia,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Montenegro,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Montenegro,Overview,UNFCCC Process,,,submission_date,12/21/2017,CAIT,Latest submission date
Montenegro,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Montenegro,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Montenegro,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Montenegro,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Montenegro,Overview,UNFCCC Process,,,pa_ratified_date,20-Dec-17,CAIT,Date of ratification
Montenegro,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Morocco,Overview,UNFCCC Process,,,revised,Yes,CAIT,Revised from previous submission
Morocco,Overview,UNFCCC Process,,,submission_date,9/19/2016,CAIT,Latest submission date
Morocco,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Morocco,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Morocco,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Morocco,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Morocco,Overview,UNFCCC Process,,,pa_ratified_date,21-Sep-16,CAIT,Date of ratification
Morocco,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Mozambique,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Mozambique,Overview,UNFCCC Process,,,submission_date,6/4/2018,CAIT,Latest submission date
Mozambique,Overview,UNFCCC Process,,,submission,First NDC Submitted,CAIT,Latest submission
Mozambique,Overview,UNFCCC Process,,,pa_status,Joined Agreement,CAIT,Status of ratification
Mozambique,Overview,UNFCCC Process,,,pa_sign_date,22-Apr-16,CAIT,Date of signature
Mozambique,Overview,UNFCCC Process,,,pa_sign,Yes,CAIT,Signed
Mozambique,Overview,UNFCCC Process,,,pa_ratified_date,4-Jun-18,CAIT,Date of ratification
Mozambique,Overview,UNFCCC Process,,,pa_ratified,Yes,CAIT,Ratified
Myanmar,Overview,UNFCCC Process,,,revised,No,CAIT,Revised from previous submission
Myanmar,Overview,UNFCCC Process,,,submission_date,9/19/2017,CAIT,Latest submission date
