Type;Description;Is GHG Target?;Year;Base Year Period;Is Single Year Target?;Source;Geography;Geography ISO;Sector;Scopes;Events
baseline_scenario_target;By 2013 and 2018, respectively, Kiribati will increase the percentage of the population with access to safe water sources by 10% and 20% against a 2005 baseline;No;2018;against a 2005 baseline;No;plan;Kiribati;KIR;Water;Adaptation;
baseline_scenario_target;By 2013 and 2018, respectively, Kiribati will increase improved water supplies to schools, hospitals, and clinics by 50% and 100% against a 2005 baseline;No;2018;against a 2005 baseline;No;plan;Kiribati;KIR;Water;Adaptation;
baseline_scenario_target;By 2013 and 2018, respectively, Kiribati will increase the number of outer islanders with safe water supplies by 20% and 40% against a 2005 baseline;No;2018;against a 2005 baseline;No;plan;Kiribati;KIR;Water;Adaptation;
baseline_scenario_target;By 2013 and 2018, respectively, Kiribati will increase the reliability of water supplies for urban areas by 20% and 50% against a 2005 baseline;No;2018;against a 2005 baseline;No;plan;Kiribati;KIR;Water;Adaptation;
baseline_scenario_target;By 2013 and 2018, respectively, Kiribati will increase the number of households and public buildings with rain catchments by 15% and 30% against a 2005 baseline;No;2018;against a 2005 baseline;No;plan;Kiribati;KIR;Water;Adaptation;
baseline_scenario_target;By 2010 and 2015, respectively, Kiribati will increase the percentage of the population with access to safe sanitation by 10% and 20% against a 2005 baseline;No;2015;against a 2005 baseline;No;plan;Kiribati;KIR;Water;Adaptation;
baseline_scenario_target;By 2013 and 2018, respectively, Kiribati will increase the percentage of villages with water committees to 30% and 60% against a 2005 baseline;No;2018;against a 2005 baseline;No;plan;Kiribati;KIR;Water;Adaptation;
base_year_target;By 2013, Kiribati will reduce leakage losses by 50% compared with 2008 levels;No;2013;compared with 2008 levels;No;plan;Kiribati;KIR;Water;Adaptation;
base_year_target;By 2018, Kiribati will recover 80% of the costs of maintenance and operation compared with 2008 levels;No;2018;compared with 2008 levels;No;plan;Kiribati;KIR;Water;Adaptation;
fixed_level_target;By 2016, Kiribati will add three solar photovoltaic systems connected to the Public Utilities Board's grid on South Tarawa;No;2016;N/A;No;plan;Kiribati;KIR;Energy;Renewable Energy: Solar;
fixed_level_target;By 2018, at least 50% of KJIP Communications Plan activities will be implemented;No;2018;N/A;No;strategy;Kiribati;KIR;;Adaptation;
base_year_target;By 2015, Kiribati will increase awareness of villages and community sector by 25% compared with 2014 levels;No;2015;2014;No;strategy;Kiribati;KIR;;Adaptation;
base_year_target;By 2015, Kiribati will increase awareness of international community and development partners by 25% compared with 2014 levels;No;2015;2014;No;strategy;Kiribati;KIR;;Adaptation;
fixed_level_target;By 2015, at least two sector partnerships will be established and initiatives developed in Kiribati;No;2015;2014;No;strategy;Kiribati;KIR;;Adaptation;
fixed_level_target;By 2016, at least three initiatives under Strategy 7 of KJIP will be coordinated;No;2016;N/A;No;strategy;Kiribati;KIR;;Adaptation;
base_year_target;By 2017, funding to support community-based awareness raising activities will be increased by 25% compared with 2014 levels;No;2017;2014;No;strategy;Kiribati;KIR;;Adaptation;
base_year_target;By 2015, climate change related communication activities within line Ministries will increase by at least 30% compared with 2014 levels;No;2015;2014;No;strategy;Kiribati;KIR;;Adaptation;
base_year_target;BY 2015, Kiribati will increase international and regional media awareness of the KJIP by 30% compared with 2014 levels;No;2015;2014;No;strategy;Kiribati;KIR;;Adaptation;
fixed_level_target;By 2015, at least 25% of policy and technical staff from line Ministries will attend communications training;No;2015;2014;No;strategy;Kiribati;KIR;;Adaptation;
base_year_target;By 2015, 50% of Ministry workers will indicate an increased awareness of KJIP Secretariat and coordination processes within line Ministries compared with 2014 levels;No;2015;2014;No;strategy;Kiribati;KIR;;Adaptation;
fixed_level_target;By 2017, climate change and climate risk considerations will be integrated in at least 50% of Ministerial operational and sector plans;No;2017;2014;No;strategy;Kiribati;KIR;;Adaptation;
baseline_scenario_target;8.0% (unconditional) to additional 32.25% (conditional) reduction in GHG emissions by 2030 compared to the BAU scenario;No;2030;business as usual scenario;No;ndc;Korea, North;PRK;Economy-wide;Economy Wide;
;To reduce 25% of energy consumption in industry through technical modernization by 2030;No;2030;;No;ndc;Korea, North;PRK;Energy;Demand-Side Efficiency: Industries;
;To increase additives (blast furnace slag or fly ash) from 15% to 50% in blended cement;No;;;No;ndc;Korea, North;PRK;Industry;Cement;
;To build a total of 500MW on-shore wind farms;No;;;No;ndc;Korea, North;PRK;Energy;Renewable Energy: Wind;
;To build a total of 500MW West Sea off �shore wind farms at the Korean West Sea;No;;;No;ndc;Korea, North;PRK;Energy;Renewable Energy: Wind;
;To install a total of 1 000MW grid connected solar PV systems;No;;;No;ndc;Korea, North;PRK;Energy;Renewable Energy: Solar;
;To build 2 000MW nuclear power station;No;;;No;ndc;Korea, North;PRK;Energy;Energy: General;
;To reduce power transmission and distribution losses to 6%;No;;;No;ndc;Korea, North;PRK;Energy;Supply-Side Efficiency: Grid/Energy Loss Reduction;
base_year_target;25-29.47% renewable of energy sources by 2020;No;2020;2020;No;law;Kosovo;XKX;Energy;Renewable Energy;
not_applicable;Not Applicable;No;0;N/A;No;ndc;Kuwait;KWT;Economy-wide;Economy Wide;
;Increase protected areas to 18%;;;;;;;;;;
baseline_scenario_target;11.49 - 13.75% (unconditional) and 29.00 - 30.89% (conditional) reduction in GHG emissions by 2030 compared to the BAU scenario;;;;;;;;;;
base_year_target;10% transport energy from biofuel by 2025;No;2025;2025;No;law;Lao People's Democratic Republic;LAO;Transportation;Biofuels;
base_year_target;30% renewable of total energy consumption by 2025;No;2025;2025;No;law;Lao People's Democratic Republic;LAO;Energy;Renewable Energy;
trajectory_target;65% reforestation for carbon sequestration by 2015, then 70% by 2020;No;2020;2015, 2020;No;law;Lao People's Democratic Republic;LAO;LULUCF;Afforestation;
not_applicable;Not Applicable;No;0;N/A;No;ndc;Lao People's Democratic Republic;LAO;Economy-wide;Economy Wide;
;Increase forest cover to a total of 70% of land area by 2020 , and maintaining it at that level going forward.;No;2020;;No;ndc;Lao People's Democratic Republic;LAO;LULUCF;Sustainable Forest Management;
;10% biofuels  for transport fuels by 2025;No;2025;;No;ndc;Lao People's Democratic Republic;LAO;Transportation;Transportation Fuels;
;30% of energy consumption from renewable energy  by 2025;No;2025;;No;ndc;Lao People's Democratic Republic;LAO;Energy;Energy: General;
;25,500 MW installation of hydro power plants (5,500 MW by 2020 and 20,000 MW after 2020);No;2020;;No;ndc;Lao People's Democratic Republic;LAO;Energy;Renewable Energy: Hydro;
;70% forest cover by 2020 (16.58 million hectares);No;2020;;No;ndc;Lao People's Democratic Republic;LAO;LULUCF;LULUCF/Forestry: General;
base_year_target;49.3% energy produced by renewables by 2010;No;2010;2010;No;law;Latvia;LVA;Energy;Renewable Energy;
base_year_target;40% energy consumed from renewables by 2040;No;2040;2040;No;law;Latvia;LVA;Energy;Renewable Energy;
base_year_target;25% cut in primary energy consumption by 2010 against a 2000 baseline;No;2010;2000;No;law;Latvia;LVA;Energy;Energy Efficiency;
base_year_target;8% cut in baseline GHG emissions by 2008-2012 compared with a 1990 baseline;No;2012;1990;No;law;Latvia;LVA;Economy-wide;Economy Wide;
base_year_target;<div>No more than 17% growth in baseline emissions in non-ETS sectors by 2020 compared with a 2005 baseline</div>;No;2020;2005;No;law;Latvia;LVA;Economy-wide;Economy Wide;
base_year_target;The European Union and its 28 Member States submitted a joint NDC: at least 40% domestic reduction in GHG emissions by 2030 compared to 1990;No;2030;1990;No;ndc;Latvia;LVA;Economy-wide;Economy Wide;
fixed_level_target;<div>-65% CO2 emissions excluding land use sector</div>;Yes;2030;1990;Yes;strategy;Latvia;LVA;Economy-wide;Economy Wide;05/12/2019|target set||
fixed_level_target;<div>-85% CO2 emissions excluding land use sector</div>;Yes;2040;1990;Yes;strategy;Latvia;LVA;Economy-wide;Economy Wide;05/12/2019|target set||
fixed_level_target;<div>GHG emissions from land use ≤1 047 ktCO2eq by 2030 and net zero by 2040</div>;Yes;;1990;No;strategy;Latvia;LVA;LULUCF;LULUCF;05/12/2019|target set||
fixed_level_target;<div>Total GHG emissions reduction at -38% in 2030 (+/- 5%), -76% in 2040 (+/- 5%), reaching net zero in 2050&nbsp;;;;;;;;;;
base_year_target;12% renewable energy by 2020;No;2020;2020;No;law;Lebanon;LBN;Energy;Renewable Energy;
baseline_scenario_target;15% (unconditional) to 30% (conditional) reduction in GHG emissions by 2030 compared to the BAU scenario;No;2030;business as usual scenario;No;ndc;Lebanon;LBN;Economy-wide;Economy Wide;
;Lebanon aims to reach land degradation neutrality by 2030.;No;2030;;No;ndc;Lebanon;LBN;LULUCF;Sustainable Forest Management;
base_year_target;-10% in power demand through energy-efficiency measures in 2030 below BAU;No;2030;;No;ndc;Lebanon;LBN;Energy;Energy Efficiency;
;20% of the power and heat demand from renewables by 2030;No;2030;;No;ndc;Lebanon;LBN;Energy;Renewable Energy;
fixed_level_target;21,000 hectares of forested areas by 2020;No;2020;N/A;No;law;Lesotho;LSO;LULUCF;Afforestation;
baseline_scenario_target;10% (unconditional) to 35% (conditional) reduction in GHG emissions by 2030 compared to the BAU scenario;No;2030;business as usual scenario;No;ndc;Lesotho;LSO;Economy-wide;Economy Wide;
;8% (0.8% per annum) reduction in electricity demand in industrial sector from 2020 until 2030 ;;;;;;;;;;
;10% replacement rate of fuel-wood with LPG from 2020 to 2030;No;2030;;No;ndc;Lesotho;LSO;Energy;Gas;
;120,000 ha reforestation from 2015 to 2030;No;2030;;No;ndc;Lesotho;LSO;LULUCF;Reforestation;
;10% reduction in wood usage for heating by 2030;No;2030;;No;ndc;Lesotho;LSO;Energy;Clean Cooking And Heating: Cleaner Household Fuels;
;40 MW solar power (2017/2018);No;2018;;No;ndc;Lesotho;LSO;Energy;Renewable Energy: Solar;
;25,000 kilolitres paraffin consumption (5434 kilolitres reduction from 2014 level) in 2020, 20,000 kilolitres paraffin consumption (5000 kilolitres reduction from 2020) in 2030;No;2030;;No;ndc;Lesotho;LSO;Energy;Clean Cooking And Heating: Cleaner Household Fuels;
base_year_target;20% energy efficiency gains by 2020;No;2020;;No;ndc;Lesotho;LSO;Energy;Energy Efficiency;
;200 MW renewables by 2020;No;2020;;No;ndc;Lesotho;LSO;Energy;Renewable Energy;
;125 MW hydro power (2025);No;2025;;No;ndc;Lesotho;LSO;Energy;Renewable Energy: Hydro;
;35 MW wind power (2017);No;2017;;No;ndc;Lesotho;LSO;Energy;Renewable Energy: Wind;
;7.5% (0.5% per annum) reduction in transmission and distribution loses from 2015 until 2030;No;2030;;No;ndc;Lesotho;LSO;Energy;Supply-Side Efficiency: Grid/Energy Loss Reduction;
;30% penetration rate of efficient stoves in 2030;No;2030;;No;ndc;Lesotho;LSO;Energy;Clean Cooking And Heating: Efficient Cookstoves;
base_year_target;5% transport fuels from biofuels by 2015;No;2015;2015;No;law;Liberia;LBR;Transportation;Biofuels;
base_year_target;30% electricity production and 10% energy consumption from renewables by 2015;No;2015;2015;No;law;Liberia;LBR;Energy;Renewable Energy;
base_year_target;20% energy efficiency improvement by 2015;No;2015;N/A;No;law;Liberia;LBR;Energy;Energy Efficiency;
base_year_target;100% carbon neutrality in transportation by 2050;No;2050;2050;No;law;Liberia;LBR;Transportation;General;
base_year_target;100% carbon neutrality in energy production by 2050;No;2050;2050;No;law;Liberia;LBR;Energy;Energy Efficiency;
base_year_target;10% cut in GHG emissions by 2015;No;2015;N/A;No;law;Liberia;LBR;Economy-wide;Economy Wide;
baseline_scenario_target;15% reduction in GHG emissions by 2030 compared to the BAU trajectory;No;2030;business as usual scenario;No;ndc;Liberia;LBR;Economy-wide;Economy Wide;
;Produce and distribute 280,543 energy saving cook stoves that use fuel wood and 308,004 energy saving cook stoves that use charcoal by 2030;No;2030;;No;ndc;Liberia;LBR;Energy;Clean Cooking And Heating;
;Biomass projects to generate 30 MW by 2030.;No;2030;;No;ndc;Liberia;LBR;Energy;Renewable Energy: Biofuels;
;Achieve 20% Energy efficiencyby Firewood cookstove distribution;No;;;No;ndc;Liberia;LBR;Energy;Clean Cooking And Heating;
;5% of palm oil biodiesel with both gasoline and diesel by 2030 for vehicles;No;2030;;No;ndc;Liberia;LBR;Transportation;Transportation Fuels;
;30% renewable energy share;No;;;No;ndc;Liberia;LBR;Energy;Renewable Energy;
trajectory_target;6% renewable energy by 2015, then 10% by 2020, then 25% by 2025, then 30% by 2030;No;2030;2015, 2020, 2025, 2030;No;law;Libya;LBY;Energy;Renewable Energy;
no_document_submitted;;No;;No Document Submitted;No;ndc;Libya;LBY;Economy-wide;Economy Wide;
base_year_target;10% cut in CO2, 27% cut in SO2, 41% cut in NOx, and 45% cut in VOC emissions by 2010 compared with a 1990 baseline;No;2010;1990;No;law;Liechtenstein;LIE;Economy-wide;Economy Wide;
base_year_target;20% cut in GHG emissions by 2020 compared with a 1990 baseline;No;2020;1990;No;law;Liechtenstein;LIE;Economy-wide;Economy Wide;
base_year_target;40% reduction in GHG emissions by 2030 compared to 1990;No;2030;1990;No;ndc;Liechtenstein;LIE;Economy-wide;Economy Wide;
base_year_target;23% final energy consumption from renewable by 2020;No;2020;2020;No;law;Lithuania;LTU;Energy;Renewable Energy;
base_year_target;Up to 20% increase in renewables of final energy consumption by 2020;No;2020;2020;No;law;Lithuania;LTU;Energy;Renewable Energy;
base_year_target;20% increase in energy efficiency by 2020;No;2020;N/A;No;law;Lithuania;LTU;Energy;Energy Efficiency;
base_year_target;No more than 15% growth in baseline GHG emissions by 2020 compared with a 2005 baseline;No;2020;2005;No;law;Lithuania;LTU;Economy-wide;Economy Wide;
base_year_target;20-30% cut in GHG emissions by 2020 compared with a 1990 baseline;No;2020;1990;No;law;Lithuania;LTU;Economy-wide;Economy Wide;
base_year_target;The European Union and its 28 Member States submitted a joint NDC: at least 40% domestic reduction in GHG emissions by 2030 compared to 1990;No;2030;1990;No;ndc;Lithuania;LTU;Economy-wide;Economy Wide;
base_year_target;25% transportation by public sources by 2020;No;2020;2020;No;law;Luxembourg;LUX;Transportation;Public Transport;
base_year_target;10% final transport fuel energy from renewables by 2020;No;2020;2020;No;law;Luxembourg;LUX;Transportation;Renewable Energy;
base_year_target;11% final energy consumption from renewables by 2020;No;2020;2020;No;law;Luxembourg;LUX;Energy;Renewable Energy;
base_year_target;28% cut in GHG emissions by 2008-2012 compared with a 1990 baseline;No;2012;1990;No;law;Luxembourg;LUX;Economy-wide;Economy Wide;
base_year_target;40% cut in GHG emissions by 2030 compared with a 2005 baseline;No;2030;2005;No;law;Luxembourg;LUX;Economy-wide;Economy Wide;
base_year_target;The European Union and its 28 Member States submitted a joint NDC: at least 40% domestic reduction in GHG emissions by 2030 compared to 1990;No;2030;1990;No;ndc;Luxembourg;LUX;Economy-wide;Economy Wide;
base_year_target;To determine the energy savings predicted by energy efficiency measures in the period covered by the 2nd EEAP, the determined achievement of the real energy saving is based on the energy end-use, i.e. 41.94 ktoe at the end of 2012 as the new starting point for the next period. (...) national indicative target of at least 9%4 (i.e. according to the second EEAP, there are possibilities for 9.24%, which represent energy savings in amount of 151.22 ktoe) by 2018 by 2018 against a 2012 baseline;No;2018;2012;No;law;Macedonia (the former Yugoslav Republic of);MKD;Energy;Energy Efficiency;
base_year_target;21% final energy consumption from renewables by 2020;No;2020;2020;No;law;Macedonia (the former Yugoslav Republic of);MKD;Energy;Renewable Energy;
base_year_target;At least 9% final inland energy consumption savings by 2018 compared with a business as usual scenario;No;2018;Business as usual scenario;No;law;Macedonia (the former Yugoslav Republic of);MKD;Energy;Energy Efficiency;
base_year_target;30% cut in CO2e emissions by 2020 compared with a coal-only scenario;No;2020;Only coal;No;law;Macedonia (the former Yugoslav Republic of);MKD;Economy-wide;Economy Wide;
baseline_scenario_target;30% to 36% reduction in CO2 emissions from fossil fuels combustion by 2030 compared to the BAU scenario;No;2030;business as usual scenario;No;ndc;Macedonia (the former Yugoslav Republic of);MKD;Economy-wide;Economy Wide;
;5% - 10% Biofuels;No;;;No;ndc;Macedonia (the former Yugoslav Republic of);MKD;Energy;Renewable Energy: Biofuels;
baseline_scenario_target;Reduce approximately 30 MtCO2, representing 14% of national emissions, in 2030 compared to the BAU scenario;;;;;;;;;;
;Restoration of 35,000 hectares of primary forest areas and mangroves by 2020|45,000 ha of forest area restored by 2025|Environmental amenities and ecosystem services associated with the restoration of 55,000 ha of forests and mangroves by 2030;No;2030;;No;ndc;Madagascar;MDG;LULUCF;Reforestation;
;Paddy production maintained at 4 tons per hectare in agricultural centres that apply the Resilient Agriculture Integrated Models (climate-smart agriculture) by 2030;No;2030;;No;ndc;Madagascar;MDG;Agriculture;Climate Smart Agriculture;
;Cyclone-induced human loss of life Index reduced to 4 by 2020;;;;;;;;;;
;5000 ha arboriculture per year from 2018;No;;;No;ndc;Madagascar;MDG;Agriculture;Agriculture: General;
;61 MtCO2 (32%) increase of absorption compared to BAU;No;;;No;ndc;Madagascar;MDG;LULUCF;LULUCF/Forestry: General;
;50% households with improved cookstoves by 2030;No;2030;;No;ndc;Madagascar;MDG;Energy;Clean Cooking And Heating: Efficient Cookstoves;
;79% renewables in the energy mix;No;;;No;ndc;Madagascar;MDG;Energy;Renewable Energy;
;270000 ha reforestation;No;;;No;ndc;Madagascar;MDG;LULUCF;Reforestation;
not_applicable;Not Applicable;No;0;N/A;No;ndc;Malawi;MWI;Economy-wide;Economy Wide;
;2% increase in forest cover nationally;No;;;No;ndc;Malawi;MWI;LULUCF;LULUCF/Forestry: General;
;-0.4 MtCO2e per annum by 2040;No;2040;;No;ndc;Malawi;MWI;Agriculture;Climate Smart Agriculture;
;Increase use of soil-cement stabilized block and rice husk ash blended cement to around 10% of current cement production;No;;;No;ndc;Malawi;MWI;Industry;Cement;
;Increase number of passengers using mass transport by 30%;No;;;No;ndc;Malawi;MWI;Transportation;Public Transport;
;2 million households using energy saving cook stoves by 2030;No;2030;;No;ndc;Malawi;MWI;Energy;Clean Cooking And Heating: Efficient Cookstoves;
;Increase capacity by 800 MW by 2025;No;2025;;No;ndc;Malawi;MWI;Energy;Renewable Energy: Hydro;
;20,000 solar water heater by 2030;;;;;;;;;;
;20 million litres of bio-diesel/year;;;;;;;;;;
;-2.6 MtCO2e/year;No;;;No;ndc;Malawi;MWI;LULUCF;Afforestation;
fixed_level_target;40% public transport modal share in GKL/KV by 2020;No;2020;2016;No;law;Malaysia;MYS;Transportation;Public Transport;
fixed_level_target;2,080 MW in installed renewable energy capacity by 2020;No;2020;2016;No;law;Malaysia;MYS;Energy;Renewable Energy;
fixed_level_target;2,080 MW installed renewable capacity by 2020;No;2020;2020;No;law;Malaysia;MYS;Energy;Renewable Energy;
fixed_level_target;At least 20% government procurement to be green by 2020 against a 2016 baseline;No;2020;2016;No;law;Malaysia;MYS;;Procurement;
base_year_target;22% household recycling by 2020;No;2020;2020;No;law;Malaysia;MYS;Waste;Recycling, Reuse, Reduce;
base_year_target;10% protection of coastal and marine areas by 2020;No;2020;2020;No;law;Malaysia;MYS;Coastal zones;Preservation;
base_year_target;17% protection of terrestrial and inland water areas by 2020;No;2020;2020;No;law;Malaysia;MYS;Water;Preservation;
base_year_target;Up to 40% reduction in GHG emissions compared to 2005 levels by 2020 compared with a 2016 baseline;No;2020;2016;No;law;Malaysia;MYS;Economy-wide;Economy Wide;
intensity_target;40% cut in GHG intensity of GDP by 2020 compared with a 2005 baseline;No;2020;2005;No;law;Malaysia;MYS;Economy-wide;Economy Wide;
fixed_level_target;10% coastal and marine areas gazetted as protected areas by 2020 against a 2016 baseline;No;2020;2016;No;law;Malaysia;MYS;Coastal zones;Adaptation;
fixed_level_target;17% terrestrial and inland water areas gazetted as protected areas by 2020;No;2020;2016;No;law;Malaysia;MYS;LULUCF;Preservation;
;2 million people protected through flood mitigation projects by 2020 against a 2016 baseline;No;2020;2016;No;law;Malaysia;MYS;Disaster Risk Management (Drm);Disaster Preparedness;
intensity_target;35% (unconditional) to 45% (conditional) reduction in GHG emissions intensity of GDP by 2030 compared to 2005 level;No;2030;2005;No;ndc;Malaysia;MYS;Economy-wide;Economy Wide;
fixed_level_target;Cut CO2 emissions from light vehicles to 140g/km by 2015;No;2015;2015;No;law;Maldives;MDV;Transportation;General;
trajectory_target;10% biofuels in transport by 2015, then���20% by 2020;No;2020;2015, 2020;No;law;Maldives;MDV;Transportation;Biofuels;
base_year_target;50% electricity from renewables by 2015;No;2015;2015;No;law;Maldives;MDV;Energy;Renewable Energy;
base_year_target;50% cut in GHG emissions in energy by 2015 against a 2000 baseline;No;2015;2000;No;law;Maldives;MDV;Energy;Energy Efficiency;
base_year_target;Carbon neutrality in the energy sector by 2020;No;2020;2020;No;law;Maldives;MDV;Energy;Energy Efficiency;
baseline_scenario_target;10% (unconditional) up to 24% (conditional) reduction in GHG emissions for the year 2030 compared to the BAU scenario;No;2030;business as usual scenario;No;ndc;Maldives;MDV;Economy-wide;Economy Wide;
trajectory_target;70% woodfuel in final energy consumption, then 60% (reduction from 81%) by 2010, 2015 against a 2005 baseline;No;2015;2005;No;law;Mali;MLI;Energy;Fuels;
trajectory_target;10% energy from renewables by 2015, then 15% by 2022;No;2022;2015, 2022;No;law;Mali;MLI;Energy;Renewable Energy;
base_year_target;10% electricity from renewables (from 3% baseline) by 2022;No;2022;2022;No;law;Mali;MLI;Energy;Renewable Energy;
baseline_scenario_target;Sequest 84,437 ktCO2e under mitigation scenario (conditional), 29,242 KtCO2e under baseline scenario in 2030;;;;;;;;;;
;Creation of 20 drinking water supply systems and 200 surface water and surface water catchment works for 75,000 rural households;No;;;No;ndc;Mali;MLI;Water;Water Supply;
;Construction of 21 perimeters and pastoral areas with a total area of ??400,000 ha;No;;;No;ndc;Mali;MLI;Agriculture;Land And Soil Management;
;Pastoral development resilient to the changes of the land aiming at the materialization of 3,300 km of transhumance axes in order to reduce conflicts between farmers and pastoralists;No;;;No;ndc;Mali;MLI;Agriculture;Land And Soil Management;
;Development of 92 000 ha hydro-agricultural in the context of sustainable land management;No;;;No;ndc;Mali;MLI;LULUCF;Sustainable Land Management;
;Strengthen the protection of 9 million hectares of protected areas;No;;;No;ndc;Mali;MLI;Environment;Ecosystem And Biodiversity;
;Restoration of degraded ecosystems to reforest 325,000 hectares;No;;;No;ndc;Mali;MLI;LULUCF;Land Degradation;
trajectory_target;99.9% conventionally fuelled cars by 2015, then 50% by 2030, then 0% by 2050;No;2050;2015, 2030, 2050;No;law;Malta;MLT;Transportation;Renewable Energy;
trajectory_target;532 ktCO2e non-ETS GHG emissions from transport by 2015, then 525 ktCO2e by 2030;No;2030;2015, 2030;No;law;Malta;MLT;Transportation;General;
base_year_target;10% renewables in transport energy consumption by 2020;No;2020;2020;No;law;Malta;MLT;Transportation;Renewable Energy;
fixed_level_target;5,000 total electric vehicles by 2020;No;2020;2020;No;law;Malta;MLT;Transportation;Renewable Energy;
base_year_target;10% transport energy from renewables by 2020;No;2020;2020;No;law;Malta;MLT;Transportation;Renewable Energy;
fixed_level_target;5,000 electric vehicles by 2020;No;2020;2020;No;law;Malta;MLT;Transportation;Renewable Energy;
fixed_level_target;33,000MWh produced annually by agricultural waste;No;0;N/A;No;law;Malta;MLT;Waste;Waste-to-energy;
base_year_target;10% renewables in final energy consumption by 2020;No;2020;2020;No;law;Malta;MLT;Energy;Renewable Energy;
base_year_target;50% green public procurement by EU GPP criteria by 2015;No;2015;2015;No;law;Malta;MLT;;Procurement;
fixed_level_target;Zero waste society by 2050;No;2050;2050;No;law;Malta;MLT;Waste;Waste Reduction;
base_year_target;5% increase in non-ETS sector emissions by 2020 compared with a 2005 baseline;No;2020;2005;No;law;Malta;MLT;Economy-wide;Economy Wide;
base_year_target;40% energy efficiency by 2020;No;2020;2020;No;law;Malta;MLT;Energy;Energy Efficiency;
base_year_target;15% energy savings (144,876toe), then 22% (235,254toe) by 2014, 2020;No;2020;N/A;No;law;Malta;MLT;Energy;Energy Efficiency;
fixed_level_target;Emit no more than 8 kilotonnes NOX, 9 kilotonnes SO2, 3 kilotonnes NH3, 12 kilotonnes VOC by 2010;No;2010;2010;No;law;Malta;MLT;Economy-wide;Economy Wide;
base_year_target;50% cut in nitrogen in manure;No;0;N/A;No;law;Malta;MLT;Agriculture;Waste Management;
trajectory_target;2 million m3/yr water met by reuse by 2020, then 3 million m3/yr between 2021-2030;No;2030;Business as usual scenario;No;law;Malta;MLT;Water;Water Efficiency;
base_year_target;The European Union and its 28 Member States submitted a joint NDC: at least 40% domestic reduction in GHG emissions by 2030 compared to 1990;No;2030;1990;No;ndc;Malta;MLT;Economy-wide;Economy Wide;
fixed_level_target;Net zero emissions and 100% renewable energy by 2050;No;2050;2017;No;law;Marshall Islands;MHL;Economy-wide;Economy Wide;
base_year_target;20% power from indigenous renewable resources by 2020;No;2020;2020;No;law;Marshall Islands;MHL;Energy;Renewable Energy;
base_year_target;20% energy efficiency improvement in transport fuel use by 2020 against a 2009 baseline;No;2020;2009;No;law;Marshall Islands;MHL;Transportation;Fuel Efficiency;
base_year_target;50% energy efficiency increase in households and businesses, 75% energy efficiency increase in government buildings by 2020 against a 2009 baseline;No;2020;2009;No;law;Marshall Islands;MHL;Urban;Energy Efficiency;
base_year_target;20% energy loss reduction from production by 2017 against a 2009 baseline;No;2017;2009;No;law;Marshall Islands;MHL;Energy;Energy Efficiency;
base_year_target;40% cut in CO2 emissions by 2020 compared with a 2009 baseline;No;2020;2009;No;law;Marshall Islands;MHL;Economy-wide;Economy Wide;
base_year_target;32% reduction by 2025 and indicative 45% reduction by 2030 in GHG emissions compared to 2010;No;2025;2010;No;ndc;Marshall Islands;MHL;Economy-wide;Economy Wide;
;-20% emissions by 2030;No;2030;;No;ndc;Marshall Islands;MHL;Waste;Waste: General;
;-16% emissions by 2025 | -27% emissions by 2030;No;2030;;No;ndc;Marshall Islands;MHL;Transportation;Transport: General;
;-15% emissions by 2030;No;2030;;No;ndc;Marshall Islands;MHL;Energy;Clean Cooking And Heating: Efficient Cookstoves;
;-55% emissions from electricity production by 2025 | -66% emissions from electricity production by 2030;No;2030;;No;ndc;Marshall Islands;MHL;Energy;Energy: General;
baseline_scenario_target;2.68% (unconditional) to 22.3%, or 4.2 MtCO2e (conditional) reduction in GHG emissions by 2030 compared to the BAU scenario (18.84 MtCO2e);;;;;;;;;;
;386.1 GgCO2eq;No;;;No;ndc;Mauritania;MRT;Waste;Waste: General;
;20,431.5 GgCO2eq;No;;;No;ndc;Mauritania;MRT;Agriculture;Agriculture: General;
;30.5 GgCO2eq;No;;;No;ndc;Mauritania;MRT;Industry;Industries: General;
;12,711.1 GgCO2eq;No;;;No;ndc;Mauritania;MRT;Energy;Energy: General;
fixed_level_target;50% of households and businesses using solar-powered water heating systems by 2012;No;2012;2009;No;law;Mauritius;MUS;Urban;Renewable Energy;
fixed_level_target;35% of renewable energy by 2035;No;2035;2009;No;law;Mauritius;MUS;Energy;Renewable Energy;
base_year_target;Reduce energy consumption of public sector to half the current level by the year 2015 and to pursue efforts up to 2025 by 2015 against a 2009 baseline;No;2015;2009;No;law;Mauritius;MUS;Energy;Energy Efficiency;
base_year_target;10% of energy efficiency gains in the electric sector by 2025 (2% by 2010, 4% by 2015, 6% by 2020) by 2010, 2015, 2020 against a 2009 baseline;No;2020;2009;No;law;Mauritius;MUS;Energy;Energy Efficiency;
baseline_scenario_target;30% reduction in GHG emissions by 2030 compared to the BAU scenario (7 MtCO2e);No;2030;business as usual scenario;No;ndc;Mauritius;MUS;Economy-wide;Economy Wide;
fixed_level_target;Forest carbon sinks have a positive balance on sequestration by 2030, compared with negative situation today;No;2030;Business as usual scenario;No;law;Mexico;MEX;LULUCF;Carbon Sequestration;
fixed_level_target;Around 35% of electricity generation will come from clean sources by 2020, al least 40% by 2030 and at least 50% by 2050;No;2050;N/A;No;law;Mexico;MEX;Energy;Renewable Energy;
